loc_rowid,pl_name,hostname,discoverymethod,disc_year
3423,HD 7449 b,HD 7449,Radial Velocity,2011
3424,HD 7449 b,HD 7449,Radial Velocity,2011
3425,HD 7449 b,HD 7449,Radial Velocity,2011
3426,HD 7449 b,HD 7449,Radial Velocity,2011
3427,HD 7449 b,HD 7449,Radial Velocity,2011
3428,HD 74698 b,HD 74698,Radial Velocity,2023
3429,HD 74698 c,HD 74698,Radial Velocity,2023
3430,HD 75289 b,HD 75289,Radial Velocity,1999
3431,HD 75289 b,HD 75289,Radial Velocity,1999
3432,HD 75289 b,HD 75289,Radial Velocity,1999
3433,HD 75289 b,HD 75289,Radial Velocity,1999
3434,HD 75302 b,HD 75302,Radial Velocity,2023
3435,HD 75784 b,HD 75784,Radial Velocity,2014
3436,HD 75784 b,HD 75784,Radial Velocity,2014
3437,HD 75784 b,HD 75784,Radial Velocity,2014
3438,HD 75784 c,HD 75784,Radial Velocity,2018
3439,HD 75784 c,HD 75784,Radial Velocity,2018
3440,HD 75784 c,HD 75784,Radial Velocity,2018
3441,HD 75898 b,HD 75898,Radial Velocity,2007
3442,HD 75898 b,HD 75898,Radial Velocity,2007
3443,HD 75898 b,HD 75898,Radial Velocity,2007
3444,HD 76700 b,HD 76700,Radial Velocity,2002
3445,HD 76700 b,HD 76700,Radial Velocity,2002
3446,HD 76700 b,HD 76700,Radial Velocity,2002
3447,HD 76920 b,HD 76920,Radial Velocity,2017
3448,HD 76920 b,HD 76920,Radial Velocity,2017
3449,HD 76920 b,HD 76920,Radial Velocity,2017
3450,HD 77338 b,HD 77338,Radial Velocity,2012
3451,HD 77338 b,HD 77338,Radial Velocity,2012
3452,HD 77946 b,HD 77946,Transit,2024
3453,HD 77946 b,HD 77946,Transit,2024
3454,HD 79181 b,HD 79181,Radial Velocity,2021
3455,HD 7924 b,HD 7924,Radial Velocity,2008
3456,HD 7924 b,HD 7924,Radial Velocity,2008
3457,HD 7924 b,HD 7924,Radial Velocity,2008
3458,HD 7924 b,HD 7924,Radial Velocity,2008
3459,HD 7924 b,HD 7924,Radial Velocity,2008
3460,HD 7924 c,HD 7924,Radial Velocity,2015
3461,HD 7924 c,HD 7924,Radial Velocity,2015
3462,HD 7924 d,HD 7924,Radial Velocity,2015
3463,HD 7924 d,HD 7924,Radial Velocity,2015
3464,HD 79498 b,HD 79498,Radial Velocity,2011
3465,HD 79498 b,HD 79498,Radial Velocity,2011
3466,HD 80606 b,HD 80606,Radial Velocity,2001
3467,HD 80606 b,HD 80606,Radial Velocity,2001
3468,HD 80606 b,HD 80606,Radial Velocity,2001
3469,HD 80606 b,HD 80606,Radial Velocity,2001
3470,HD 80606 b,HD 80606,Radial Velocity,2001
3471,HD 80606 b,HD 80606,Radial Velocity,2001
3472,HD 80606 b,HD 80606,Radial Velocity,2001
3473,HD 80653 b,HD 80653,Transit,2020
3474,HD 80653 b,HD 80653,Transit,2020
3475,HD 80653 b,HD 80653,Transit,2020
3476,HD 80653 b,HD 80653,Transit,2020
3477,HD 80869 b,HD 80869,Radial Velocity,2021
3478,HD 80869 b,HD 80869,Radial Velocity,2021
3479,HD 80869 b,HD 80869,Radial Velocity,2021
3480,HD 80883 b,HD 80883,Radial Velocity,2022
3481,HD 80913 b,HD 80913,Radial Velocity,2022
3482,HD 81040 b,HD 81040,Radial Velocity,2005
3483,HD 81040 b,HD 81040,Radial Velocity,2005
3484,HD 81040 b,HD 81040,Radial Velocity,2005
3485,HD 81040 b,HD 81040,Radial Velocity,2005
3486,HD 81688 b,HD 81688,Radial Velocity,2007
3487,HD 81688 b,HD 81688,Radial Velocity,2007
3488,HD 81688 b,HD 81688,Radial Velocity,2007
3489,HD 81817 b,HD 81817,Radial Velocity,2020
3490,HD 81817 b,HD 81817,Radial Velocity,2020
3491,HD 81817 c,HD 81817,Radial Velocity,2022
3492,HD 82886 b,HD 82886,Radial Velocity,2011
3493,HD 82886 b,HD 82886,Radial Velocity,2011
3494,HD 82943 b,HD 82943,Radial Velocity,2003
3495,HD 82943 b,HD 82943,Radial Velocity,2003
3496,HD 82943 b,HD 82943,Radial Velocity,2003
3497,HD 82943 b,HD 82943,Radial Velocity,2003
3498,HD 82943 b,HD 82943,Radial Velocity,2003
3499,HD 82943 c,HD 82943,Radial Velocity,2003
3500,HD 82943 c,HD 82943,Radial Velocity,2003
3501,HD 82943 c,HD 82943,Radial Velocity,2003
3502,HD 82943 c,HD 82943,Radial Velocity,2003
3503,HD 82943 c,HD 82943,Radial Velocity,2003
3504,HD 8326 b,HD 8326,Radial Velocity,2019
3505,HD 83443 b,HD 83443,Radial Velocity,2002
3506,HD 83443 b,HD 83443,Radial Velocity,2002
3507,HD 83443 b,HD 83443,Radial Velocity,2002
3508,HD 83443 b,HD 83443,Radial Velocity,2002
3509,HD 83443 b,HD 83443,Radial Velocity,2002
3510,HD 83443 b,HD 83443,Radial Velocity,2002
3511,HD 83443 b,HD 83443,Radial Velocity,2002
3512,HD 83443 c,HD 83443,Radial Velocity,2022
3513,HD 8535 b,HD 8535,Radial Velocity,2010
3514,HD 85390 b,HD 85390,Radial Velocity,2009
3515,HD 85390 b,HD 85390,Radial Velocity,2009
3516,HD 85390 b,HD 85390,Radial Velocity,2009
3517,HD 85512 b,HD 85512,Radial Velocity,2011
3518,HD 85512 b,HD 85512,Radial Velocity,2011
3519,HD 8574 b,HD 8574,Radial Velocity,2002
3520,HD 8574 b,HD 8574,Radial Velocity,2002
3521,HD 8574 b,HD 8574,Radial Velocity,2002
3522,HD 8574 b,HD 8574,Radial Velocity,2002
3523,HD 86065 b,HD 86065,Radial Velocity,2022
3524,HD 86081 b,HD 86081,Radial Velocity,2006
3525,HD 86081 b,HD 86081,Radial Velocity,2006
3526,HD 86081 b,HD 86081,Radial Velocity,2006
3527,HD 86226 b,HD 86226,Radial Velocity,2009
3528,HD 86226 b,HD 86226,Radial Velocity,2009
3529,HD 86226 b,HD 86226,Radial Velocity,2009
3530,HD 86226 c,HD 86226,Transit,2020
3531,HD 86226 c,HD 86226,Transit,2020
3532,HD 86226 c,HD 86226,Transit,2020
3533,HD 86264 b,HD 86264,Radial Velocity,2009
3534,HD 86264 b,HD 86264,Radial Velocity,2009
3535,HD 86264 b,HD 86264,Radial Velocity,2009
3536,HD 8673 b,HD 8673,Radial Velocity,2009
3537,HD 8673 b,HD 8673,Radial Velocity,2009
3538,HD 86950 b,HD 86950,Radial Velocity,2016
3539,HD 87646 b,HD 87646,Radial Velocity,2016
3540,HD 87883 b,HD 87883,Radial Velocity,2009
3541,HD 87883 b,HD 87883,Radial Velocity,2009
3542,HD 87883 b,HD 87883,Radial Velocity,2009
3543,HD 87883 b,HD 87883,Radial Velocity,2009
3544,HD 87883 b,HD 87883,Radial Velocity,2009
3545,HD 88072 b,HD 88072,Radial Velocity,2022
3546,HD 88133 b,HD 88133,Radial Velocity,2004
3547,HD 88133 b,HD 88133,Radial Velocity,2004
3548,HD 88133 b,HD 88133,Radial Velocity,2004
3549,HD 88133 b,HD 88133,Radial Velocity,2004
3550,HD 88133 b,HD 88133,Radial Velocity,2004
3551,HD 88133 b,HD 88133,Radial Velocity,2004
3552,HD 88986 b,HD 88986,Radial Velocity,2023
3553,HD 89307 b,HD 89307,Radial Velocity,2009
3554,HD 89307 b,HD 89307,Radial Velocity,2009
3555,HD 89307 b,HD 89307,Radial Velocity,2009
3556,HD 89307 b,HD 89307,Radial Velocity,2009
3557,HD 89307 b,HD 89307,Radial Velocity,2009
3558,HD 89307 b,HD 89307,Radial Velocity,2009
3559,HD 89345 b,HD 89345,Transit,2018
3560,HD 89345 b,HD 89345,Transit,2018
3561,HD 89345 b,HD 89345,Transit,2018
3562,HD 89345 b,HD 89345,Transit,2018
3563,HD 89345 b,HD 89345,Transit,2018
3564,HD 89744 b,HD 89744,Radial Velocity,1999
3565,HD 89744 b,HD 89744,Radial Velocity,1999
3566,HD 89744 b,HD 89744,Radial Velocity,1999
3567,HD 89839 b,HD 89839,Radial Velocity,2023
3568,HD 89839 b,HD 89839,Radial Velocity,2023
3569,HD 90156 b,HD 90156,Radial Velocity,2009
3570,HD 90156 b,HD 90156,Radial Velocity,2009
3571,HD 9174 b,HD 9174,Radial Velocity,2016
3572,HD 92788 b,HD 92788,Radial Velocity,2000
3573,HD 92788 b,HD 92788,Radial Velocity,2000
3574,HD 92788 b,HD 92788,Radial Velocity,2000
3575,HD 92788 b,HD 92788,Radial Velocity,2000
3576,HD 92788 b,HD 92788,Radial Velocity,2000
3577,HD 92788 b,HD 92788,Radial Velocity,2000
3578,HD 92788 c,HD 92788,Radial Velocity,2019
3579,HD 92788 c,HD 92788,Radial Velocity,2019
3580,HD 93083 b,HD 93083,Radial Velocity,2005
3581,HD 93351 b,HD 93351,Radial Velocity,2022
3582,HD 93351 c,HD 93351,Radial Velocity,2022
3583,HD 93385 b,HD 93385,Radial Velocity,2021
3584,HD 93385 c,HD 93385,Radial Velocity,2021
3585,HD 93385 d,HD 93385,Radial Velocity,2021
3586,HD 93963 A b,HD 93963 A,Transit,2022
3587,HD 93963 A b,HD 93963 A,Transit,2022
3588,HD 93963 A c,HD 93963 A,Transit,2022
3589,HD 93963 A c,HD 93963 A,Transit,2022
3590,HD 9446 b,HD 9446,Radial Velocity,2009
3591,HD 9446 c,HD 9446,Radial Velocity,2009
3592,HD 94771 b,HD 94771,Radial Velocity,2023
3593,HD 94834 b,HD 94834,Radial Velocity,2018
3594,HD 95086 b,HD 95086,Imaging,2013
3595,HD 95086 b,HD 95086,Imaging,2013
3596,HD 95086 b,HD 95086,Imaging,2013
3597,HD 95086 b,HD 95086,Imaging,2013
3598,HD 95086 b,HD 95086,Imaging,2013
3599,HD 95089 b,HD 95089,Radial Velocity,2009
3600,HD 95089 b,HD 95089,Radial Velocity,2009
3601,HD 95089 c,HD 95089,Radial Velocity,2018
3602,HD 95089 c,HD 95089,Radial Velocity,2018
3603,HD 95127 b,HD 95127,Radial Velocity,2015
3604,HD 95127 b,HD 95127,Radial Velocity,2015
3605,HD 95338 b,HD 95338,Radial Velocity,2020
3606,HD 95338 b,HD 95338,Radial Velocity,2020
3607,HD 95544 b,HD 95544,Radial Velocity,2021
3608,HD 95544 b,HD 95544,Radial Velocity,2021
3609,HD 95544 b,HD 95544,Radial Velocity,2021
3610,HD 95735 c,GJ 411,Radial Velocity,2021
3611,HD 95735 c,GJ 411,Radial Velocity,2021
3612,HD 95872 b,HD 95872,Radial Velocity,2015
3613,HD 95872 b,HD 95872,Radial Velocity,2015
3614,HD 96063 b,HD 96063,Radial Velocity,2011
3615,HD 96063 b,HD 96063,Radial Velocity,2011
3616,HD 96127 b,HD 96127,Radial Velocity,2011
3617,HD 96127 b,HD 96127,Radial Velocity,2011
3618,HD 96167 b,HD 96167,Radial Velocity,2009
3619,HD 96167 b,HD 96167,Radial Velocity,2009
3620,HD 96167 b,HD 96167,Radial Velocity,2009
3621,HD 96167 b,HD 96167,Radial Velocity,2009
3622,HD 96700 b,HD 96700,Radial Velocity,2021
3623,HD 96700 c,HD 96700,Radial Velocity,2021
3624,HD 96700 d,HD 96700,Radial Velocity,2021
3625,HD 96992 b,HD 96992,Radial Velocity,2021
3626,HD 97037 b,HD 97037,Radial Velocity,2022
3627,HD 97048 b,HD 97048,Disk Kinematics,2019
3628,HD 97658 b,HD 97658,Radial Velocity,2010
3629,HD 97658 b,HD 97658,Radial Velocity,2010
3630,HD 97658 b,HD 97658,Radial Velocity,2010
3631,HD 97658 b,HD 97658,Radial Velocity,2010
3632,HD 97658 b,HD 97658,Radial Velocity,2010
3633,HD 97658 b,HD 97658,Radial Velocity,2010
3634,HD 97658 b,HD 97658,Radial Velocity,2010
3635,HD 97658 b,HD 97658,Radial Velocity,2010
3636,HD 97658 b,HD 97658,Radial Velocity,2010
3637,HD 97658 b,HD 97658,Radial Velocity,2010
3638,HD 97658 b,HD 97658,Radial Velocity,2010
3639,HD 98219 b,HD 98219,Radial Velocity,2011
3640,HD 98219 b,HD 98219,Radial Velocity,2011
3641,HD 98219 b,HD 98219,Radial Velocity,2011
3642,HD 98649 b,HD 98649,Radial Velocity,2012
3643,HD 98649 b,HD 98649,Radial Velocity,2012
3644,HD 98649 b,HD 98649,Radial Velocity,2012
3645,HD 98649 b,HD 98649,Radial Velocity,2012
3646,HD 98736 b,HD 98736,Radial Velocity,2018
3647,HD 99109 b,HD 99109,Radial Velocity,2005
3648,HD 99109 b,HD 99109,Radial Velocity,2005
3649,HD 99109 b,HD 99109,Radial Velocity,2005
3650,HD 99283 b,HD 99283,Radial Velocity,2021
3651,HD 99492 b,HD 99492,Radial Velocity,2004
3652,HD 99492 b,HD 99492,Radial Velocity,2004
3653,HD 99492 b,HD 99492,Radial Velocity,2004
3654,HD 99492 b,HD 99492,Radial Velocity,2004
3655,HD 99492 b,HD 99492,Radial Velocity,2004
3656,HD 99492 b,HD 99492,Radial Velocity,2004
3657,HD 99492 b,HD 99492,Radial Velocity,2004
3658,HD 99492 c,HD 99492,Radial Velocity,2023
3659,HD 99706 b,HD 99706,Radial Velocity,2011
3660,HD 99706 b,HD 99706,Radial Velocity,2011
3661,HD 99706 b,HD 99706,Radial Velocity,2011
3662,HD 99706 c,HD 99706,Radial Velocity,2018
3663,HIP 105854 b,HIP 105854,Radial Velocity,2014
3664,HIP 107772 b,HIP 107772,Radial Velocity,2020
3665,HIP 107773 b,HIP 107773,Radial Velocity,2015
3666,HIP 109384 b,HIP 109384,Radial Velocity,2016
3667,HIP 109600 b,HIP 109600,Radial Velocity,2016
3668,HIP 113103 b,HIP 113103,Transit,2023
3669,HIP 113103 c,HIP 113103,Transit,2023
3670,HIP 113103 c,HIP 113103,Transit,2023
3671,HIP 114933 b,HIP 114933,Radial Velocity,2021
3672,HIP 116454 b,HIP 116454,Transit,2014
3673,HIP 116454 b,HIP 116454,Transit,2014
3674,HIP 116454 b,HIP 116454,Transit,2014
3675,HIP 116454 b,HIP 116454,Transit,2014
3676,HIP 12961 b,HIP 12961,Radial Velocity,2010
3677,HIP 12961 b,HIP 12961,Radial Velocity,2010
3678,HIP 14810 b,HIP 14810,Radial Velocity,2005
3679,HIP 14810 b,HIP 14810,Radial Velocity,2005
3680,HIP 14810 b,HIP 14810,Radial Velocity,2005
3681,HIP 14810 b,HIP 14810,Radial Velocity,2005
3682,HIP 14810 b,HIP 14810,Radial Velocity,2005
3683,HIP 14810 c,HIP 14810,Radial Velocity,2006
3684,HIP 14810 c,HIP 14810,Radial Velocity,2006
3685,HIP 14810 c,HIP 14810,Radial Velocity,2006
3686,HIP 14810 d,HIP 14810,Radial Velocity,2009
3687,HIP 14810 d,HIP 14810,Radial Velocity,2009
3688,HIP 19976 b,HIP 19976,Radial Velocity,2022
3689,HIP 21152 b,HIP 21152,Imaging,2022
3690,HIP 21152 b,HIP 21152,Imaging,2022
3691,HIP 29442 b,HIP 29442,Transit,2023
3692,HIP 29442 b,HIP 29442,Transit,2023
3693,HIP 29442 c,HIP 29442,Radial Velocity,2023
3694,HIP 29442 d,HIP 29442,Radial Velocity,2023
3695,HIP 34222 b,HIP 34222,Radial Velocity,2021
3696,HIP 35173 b,HIP 35173,Radial Velocity,2019
3697,HIP 35965 b,HIP 35965,Radial Velocity,2022
3698,HIP 38594 b,HIP 38594,Radial Velocity,2020
3699,HIP 38594 c,HIP 38594,Radial Velocity,2020
3700,HIP 39017 b,HIP 39017,Imaging,2024
3701,HIP 41378 b,HIP 41378,Transit,2016
3702,HIP 41378 b,HIP 41378,Transit,2016
3703,HIP 41378 b,HIP 41378,Transit,2016
3704,HIP 41378 c,HIP 41378,Transit,2016
3705,HIP 41378 c,HIP 41378,Transit,2016
3706,HIP 41378 c,HIP 41378,Transit,2016
3707,HIP 41378 d,HIP 41378,Transit,2016
3708,HIP 41378 d,HIP 41378,Transit,2016
3709,HIP 41378 d,HIP 41378,Transit,2016
3710,HIP 41378 d,HIP 41378,Transit,2016
3711,HIP 41378 e,HIP 41378,Transit,2016
3712,HIP 41378 e,HIP 41378,Transit,2016
3713,HIP 41378 f,HIP 41378,Transit,2016
3714,HIP 41378 f,HIP 41378,Transit,2016
3715,HIP 41378 f,HIP 41378,Transit,2016
3716,HIP 4845 b,HIP 4845,Radial Velocity,2020
3717,HIP 48714 b,HIP 48714,Radial Velocity,2020
3718,HIP 5158 b,HIP 5158,Radial Velocity,2009
3719,HIP 5158 b,HIP 5158,Radial Velocity,2009
3720,HIP 5158 b,HIP 5158,Radial Velocity,2009
3721,HIP 5158 c,HIP 5158,Radial Velocity,2011
3722,HIP 54373 b,HIP 54373,Radial Velocity,2019
3723,HIP 54373 c,HIP 54373,Radial Velocity,2019
3724,HIP 54597 b,HIP 54597,Radial Velocity,2023
3725,HIP 54597 b,HIP 54597,Radial Velocity,2023
3726,HIP 55507 b,HIP 55507,Radial Velocity,2022
3727,HIP 56640 b,HIP 56640,Radial Velocity,2021
3728,HIP 56640 b,HIP 56640,Radial Velocity,2021
3729,HIP 56640 b,HIP 56640,Radial Velocity,2021
3730,HIP 57274 b,HIP 57274,Radial Velocity,2011
3731,HIP 57274 b,HIP 57274,Radial Velocity,2011
3732,HIP 57274 b,HIP 57274,Radial Velocity,2011
3733,HIP 57274 c,HIP 57274,Radial Velocity,2011
3734,HIP 57274 d,HIP 57274,Radial Velocity,2011
3735,HIP 5763 b,HIP 5763,Radial Velocity,2021
3736,HIP 63242 b,HIP 63242,Radial Velocity,2013
3737,HIP 65 A b,HIP 65 A,Transit,2020
3738,HIP 65 A b,HIP 65 A,Transit,2020
3739,HIP 65 A b,HIP 65 A,Transit,2020
3740,HIP 65 A b,HIP 65 A,Transit,2020
3741,HIP 65407 b,HIP 65407,Radial Velocity,2016
3742,HIP 65407 c,HIP 65407,Radial Velocity,2016
3743,HIP 65426 b,HIP 65426,Imaging,2017
3744,HIP 65891 b,HIP 65891,Radial Velocity,2015
3745,HIP 65891 b,HIP 65891,Radial Velocity,2015
3746,HIP 66074 b,HIP 66074,Astrometry,2023
3747,HIP 67522 b,HIP 67522,Transit,2020
3748,HIP 67522 b,HIP 67522,Transit,2020
3749,HIP 67537 b,HIP 67537,Radial Velocity,2017
3750,HIP 67537 b,HIP 67537,Radial Velocity,2017
3751,HIP 67537 b,HIP 67537,Radial Velocity,2017
3752,HIP 67851 b,HIP 67851,Radial Velocity,2015
3753,HIP 67851 b,HIP 67851,Radial Velocity,2015
3754,HIP 67851 b,HIP 67851,Radial Velocity,2015
3755,HIP 67851 b,HIP 67851,Radial Velocity,2015
3756,HIP 67851 c,HIP 67851,Radial Velocity,2015
3757,HIP 67851 c,HIP 67851,Radial Velocity,2015
3758,HIP 67851 c,HIP 67851,Radial Velocity,2015
3759,HIP 67851 c,HIP 67851,Radial Velocity,2015
3760,HIP 70849 b,HIP 70849,Radial Velocity,2009
3761,HIP 70849 b,HIP 70849,Radial Velocity,2009
3762,HIP 71135 b,HIP 71135,Radial Velocity,2019
3763,HIP 74890 b,HIP 74890,Radial Velocity,2016
3764,HIP 75092 b,HIP 75092,Radial Velocity,2021
3765,HIP 78530 b,HIP 78530,Imaging,2010
3766,HIP 78530 b,HIP 78530,Imaging,2010
3767,HIP 78530 b,HIP 78530,Imaging,2010
3768,HIP 79098 AB b,HIP 79098 AB,Imaging,2019
3769,HIP 79431 b,HIP 79431,Radial Velocity,2009
3770,HIP 81208 C b,HIP 81208 C,Imaging,2023
3771,HIP 8541 b,HIP 8541,Radial Velocity,2016
3772,HIP 8541 b,HIP 8541,Radial Velocity,2016
3773,HIP 8541 b,HIP 8541,Radial Velocity,2016
3774,HIP 86221 b,HIP 86221,Radial Velocity,2021
3775,HIP 90988 b,HIP 90988,Radial Velocity,2021
3776,HIP 90988 b,HIP 90988,Radial Velocity,2021
3777,HIP 91258 b,HIP 91258,Radial Velocity,2013
3778,HIP 91258 b,HIP 91258,Radial Velocity,2013
3779,HIP 94235 b,HIP 94235,Transit,2022
3780,HIP 94235 b,HIP 94235,Transit,2022
3781,HIP 94235 b,HIP 94235,Transit,2022
3782,HIP 948 b,HIP 948,Radial Velocity,2022
3783,HIP 9618 b,HIP 9618,Transit,2023
3784,HIP 9618 b,HIP 9618,Transit,2023
3785,HIP 9618 c,HIP 9618,Transit,2023
3786,HIP 9618 c,HIP 9618,Transit,2023
3787,HIP 97166 b,HIP 97166,Transit,2021
3788,HIP 97166 b,HIP 97166,Transit,2021
3789,HIP 97166 c,HIP 97166,Radial Velocity,2021
3790,HIP 97233 b,HIP 97233,Radial Velocity,2014
3791,HIP 97233 b,HIP 97233,Radial Velocity,2014
3792,HIP 97233 b,HIP 97233,Radial Velocity,2014
3793,HIP 99770 b,HIP 99770,Imaging,2023
3794,HN Lib b,HN Lib,Radial Velocity,2023
3795,HN Peg b,HN Peg,Imaging,2006
3796,HR 2562 b,HR 2562,Imaging,2016
3797,HR 5183 b,HR 5183,Radial Velocity,2019
3798,HR 5183 b,HR 5183,Radial Velocity,2019
3799,HR 5183 b,HR 5183,Radial Velocity,2019
3800,HR 810 b,HR 810,Radial Velocity,1999
3801,HR 810 b,HR 810,Radial Velocity,1999
3802,HR 810 b,HR 810,Radial Velocity,1999
3803,HR 858 b,HR 858,Transit,2019
3804,HR 858 b,HR 858,Transit,2019
3805,HR 858 c,HR 858,Transit,2019
3806,HR 858 c,HR 858,Transit,2019
3807,HR 858 d,HR 858,Transit,2019
3808,HR 858 d,HR 858,Transit,2019
3809,HR 8799 b,HR 8799,Imaging,2008
3810,HR 8799 b,HR 8799,Imaging,2008
3811,HR 8799 b,HR 8799,Imaging,2008
3812,HR 8799 b,HR 8799,Imaging,2008
3813,HR 8799 c,HR 8799,Imaging,2008
3814,HR 8799 c,HR 8799,Imaging,2008
3815,HR 8799 c,HR 8799,Imaging,2008
3816,HR 8799 c,HR 8799,Imaging,2008
3817,HR 8799 d,HR 8799,Imaging,2008
3818,HR 8799 d,HR 8799,Imaging,2008
3819,HR 8799 d,HR 8799,Imaging,2008
3820,HR 8799 d,HR 8799,Imaging,2008
3821,HR 8799 e,HR 8799,Imaging,2010
3822,HR 8799 e,HR 8799,Imaging,2010
3823,HR 8799 e,HR 8799,Imaging,2010
3824,HR 8799 e,HR 8799,Imaging,2010
3825,HS Psc b,HS Psc,Radial Velocity,2024
3826,HU Aqr AB b,HU Aqr,Eclipse Timing Variations,2011
3827,HU Aqr AB c,HU Aqr,Eclipse Timing Variations,2011
3828,IC 4651 9122 b,IC 4651 9122,Radial Velocity,2018
3829,K2-10 b,K2-10,Transit,2015
3830,K2-10 b,K2-10,Transit,2015
3831,K2-10 b,K2-10,Transit,2015
3832,K2-10 b,K2-10,Transit,2015
3833,K2-10 b,K2-10,Transit,2015
3834,K2-10 b,K2-10,Transit,2015
3835,K2-10 b,K2-10,Transit,2015
3836,K2-100 b,K2-100,Transit,2016
3837,K2-100 b,K2-100,Transit,2016
3838,K2-100 b,K2-100,Transit,2016
3839,K2-100 b,K2-100,Transit,2016
3840,K2-100 b,K2-100,Transit,2016
3841,K2-100 b,K2-100,Transit,2016
3842,K2-100 b,K2-100,Transit,2016
3843,K2-100 b,K2-100,Transit,2016
3844,K2-100 b,K2-100,Transit,2016
3845,K2-100 b,K2-100,Transit,2016
3846,K2-100 b,K2-100,Transit,2016
3847,K2-101 b,K2-101,Transit,2016
3848,K2-101 b,K2-101,Transit,2016
3849,K2-101 b,K2-101,Transit,2016
3850,K2-101 b,K2-101,Transit,2016
3851,K2-101 b,K2-101,Transit,2016
3852,K2-101 b,K2-101,Transit,2016
3853,K2-101 b,K2-101,Transit,2016
3854,K2-102 b,K2-102,Transit,2016
3855,K2-102 b,K2-102,Transit,2016
3856,K2-104 b,K2-104,Transit,2016
3857,K2-104 b,K2-104,Transit,2016
3858,K2-104 b,K2-104,Transit,2016
3859,K2-104 b,K2-104,Transit,2016
3860,K2-104 b,K2-104,Transit,2016
3861,K2-104 b,K2-104,Transit,2016
3862,K2-104 b,K2-104,Transit,2016
3863,K2-104 b,K2-104,Transit,2016
3864,K2-105 b,K2-105,Transit,2017
3865,K2-105 b,K2-105,Transit,2017
3866,K2-105 b,K2-105,Transit,2017
3867,K2-105 b,K2-105,Transit,2017
3868,K2-105 b,K2-105,Transit,2017
3869,K2-105 b,K2-105,Transit,2017
3870,K2-105 b,K2-105,Transit,2017
3871,K2-105 b,K2-105,Transit,2017
3872,K2-105 b,K2-105,Transit,2017
3873,K2-107 b,K2-107,Transit,2017
3874,K2-107 b,K2-107,Transit,2017
3875,K2-107 b,K2-107,Transit,2017
3876,K2-107 b,K2-107,Transit,2017
3877,K2-107 b,K2-107,Transit,2017
3878,K2-107 b,K2-107,Transit,2017
3879,K2-108 b,K2-108,Transit,2017
3880,K2-108 b,K2-108,Transit,2017
3881,K2-108 b,K2-108,Transit,2017
3882,K2-108 b,K2-108,Transit,2017
3883,K2-108 b,K2-108,Transit,2017
3884,K2-108 b,K2-108,Transit,2017
3885,K2-108 b,K2-108,Transit,2017
3886,K2-108 b,K2-108,Transit,2017
3887,K2-11 b,K2-11,Transit,2015
3888,K2-11 b,K2-11,Transit,2015
3889,K2-11 b,K2-11,Transit,2015
3890,K2-11 b,K2-11,Transit,2015
3891,K2-110 b,K2-110,Transit,2017
3892,K2-110 b,K2-110,Transit,2017
3893,K2-110 b,K2-110,Transit,2017
3894,K2-110 b,K2-110,Transit,2017
3895,K2-110 b,K2-110,Transit,2017
3896,K2-110 b,K2-110,Transit,2017
3897,K2-110 b,K2-110,Transit,2017
3898,K2-110 b,K2-110,Transit,2017
3899,K2-111 b,K2-111,Transit,2017
3900,K2-111 b,K2-111,Transit,2017
3901,K2-111 b,K2-111,Transit,2017
3902,K2-111 b,K2-111,Transit,2017
3903,K2-111 b,K2-111,Transit,2017
3904,K2-111 b,K2-111,Transit,2017
3905,K2-111 c,K2-111,Radial Velocity,2020
3906,K2-111 c,K2-111,Radial Velocity,2020
3907,K2-113 b,K2-113,Transit,2017
3908,K2-113 b,K2-113,Transit,2017
3909,K2-113 b,K2-113,Transit,2017
3910,K2-113 b,K2-113,Transit,2017
3911,K2-113 b,K2-113,Transit,2017
3912,K2-113 b,K2-113,Transit,2017
3913,K2-114 b,K2-114,Transit,2017
3914,K2-114 b,K2-114,Transit,2017
3915,K2-114 b,K2-114,Transit,2017
3916,K2-114 b,K2-114,Transit,2017
3917,K2-114 b,K2-114,Transit,2017
3918,K2-114 b,K2-114,Transit,2017
3919,K2-114 b,K2-114,Transit,2017
3920,K2-114 b,K2-114,Transit,2017
3921,K2-114 b,K2-114,Transit,2017
3922,K2-115 b,K2-115,Transit,2017
3923,K2-115 b,K2-115,Transit,2017
3924,K2-115 b,K2-115,Transit,2017
3925,K2-115 b,K2-115,Transit,2017
3926,K2-115 b,K2-115,Transit,2017
3927,K2-115 b,K2-115,Transit,2017
3928,K2-115 b,K2-115,Transit,2017
3929,K2-115 b,K2-115,Transit,2017
3930,K2-115 b,K2-115,Transit,2017
3931,K2-115 b,K2-115,Transit,2017
3932,K2-116 b,K2-116,Transit,2017
3933,K2-116 b,K2-116,Transit,2017
3934,K2-116 b,K2-116,Transit,2017
3935,K2-116 b,K2-116,Transit,2017
3936,K2-117 b,K2-117,Transit,2017
3937,K2-117 b,K2-117,Transit,2017
3938,K2-117 b,K2-117,Transit,2017
3939,K2-117 b,K2-117,Transit,2017
3940,K2-117 b,K2-117,Transit,2017
3941,K2-117 b,K2-117,Transit,2017
3942,K2-117 b,K2-117,Transit,2017
3943,K2-117 b,K2-117,Transit,2017
3944,K2-117 c,K2-117,Transit,2017
3945,K2-117 c,K2-117,Transit,2017
3946,K2-117 c,K2-117,Transit,2017
3947,K2-117 c,K2-117,Transit,2017
3948,K2-117 c,K2-117,Transit,2017
3949,K2-118 b,K2-118,Transit,2017
