loc_rowid,pl_name,hostname,discoverymethod,disc_year
502,GJ 1132 b,GJ 1132,Transit,2015
503,GJ 1132 b,GJ 1132,Transit,2015
504,GJ 1132 b,GJ 1132,Transit,2015
505,GJ 1132 b,GJ 1132,Transit,2015
506,GJ 1132 b,GJ 1132,Transit,2015
507,GJ 1132 c,GJ 1132,Radial Velocity,2018
508,GJ 1148 b,GJ 1148,Radial Velocity,2010
509,GJ 1148 b,GJ 1148,Radial Velocity,2010
510,GJ 1148 b,GJ 1148,Radial Velocity,2010
511,GJ 1148 c,GJ 1148,Radial Velocity,2017
512,GJ 1148 c,GJ 1148,Radial Velocity,2017
513,GJ 1151 c,GJ 1151,Radial Velocity,2023
514,GJ 1214 b,GJ 1214,Transit,2009
515,GJ 1214 b,GJ 1214,Transit,2009
516,GJ 1214 b,GJ 1214,Transit,2009
517,GJ 1214 b,GJ 1214,Transit,2009
518,GJ 1214 b,GJ 1214,Transit,2009
519,GJ 1214 b,GJ 1214,Transit,2009
520,GJ 1214 b,GJ 1214,Transit,2009
521,GJ 1214 b,GJ 1214,Transit,2009
522,GJ 1214 b,GJ 1214,Transit,2009
523,GJ 1214 b,GJ 1214,Transit,2009
524,GJ 1214 b,GJ 1214,Transit,2009
525,GJ 1214 b,GJ 1214,Transit,2009
526,GJ 1214 b,GJ 1214,Transit,2009
527,GJ 1214 b,GJ 1214,Transit,2009
528,GJ 1214 b,GJ 1214,Transit,2009
529,GJ 1214 b,GJ 1214,Transit,2009
530,GJ 1214 b,GJ 1214,Transit,2009
531,GJ 1214 b,GJ 1214,Transit,2009
532,GJ 1252 b,GJ 1252,Transit,2020
533,GJ 1252 b,GJ 1252,Transit,2020
534,GJ 1252 b,GJ 1252,Transit,2020
535,GJ 1252 b,GJ 1252,Transit,2020
536,GJ 1252 b,GJ 1252,Transit,2020
537,GJ 1252 b,GJ 1252,Transit,2020
538,GJ 1265 b,GJ 1265,Radial Velocity,2018
539,GJ 143 b,GJ 143,Transit,2019
540,GJ 143 b,GJ 143,Transit,2019
541,GJ 143 b,GJ 143,Transit,2019
542,GJ 15 A b,GJ 15 A,Radial Velocity,2014
543,GJ 15 A b,GJ 15 A,Radial Velocity,2014
544,GJ 15 A b,GJ 15 A,Radial Velocity,2014
545,GJ 15 A c,GJ 15 A,Radial Velocity,2018
546,GJ 160.2 b,GJ 160.2,Radial Velocity,2014
547,GJ 163 b,GJ 163,Radial Velocity,2013
548,GJ 163 c,GJ 163,Radial Velocity,2013
549,GJ 163 d,GJ 163,Radial Velocity,2013
550,GJ 179 b,GJ 179,Radial Velocity,2009
551,GJ 179 b,GJ 179,Radial Velocity,2009
552,GJ 179 b,GJ 179,Radial Velocity,2009
553,GJ 180 b,GJ 180,Radial Velocity,2014
554,GJ 180 b,GJ 180,Radial Velocity,2014
555,GJ 180 c,GJ 180,Radial Velocity,2014
556,GJ 180 d,GJ 180,Radial Velocity,2020
557,GJ 2030 b,GJ 2030,Radial Velocity,2022
558,GJ 2030 c,GJ 2030,Radial Velocity,2022
559,GJ 2056 b,GJ 2056,Radial Velocity,2020
560,GJ 229 A c,GJ 229,Radial Velocity,2020
561,GJ 229 A c,GJ 229,Radial Velocity,2020
562,GJ 229 b,GJ 229,Radial Velocity,2014
563,GJ 229 b,GJ 229,Radial Velocity,2014
564,GJ 229 b,GJ 229,Radial Velocity,2014
565,GJ 251 b,GJ 251,Radial Velocity,2020
566,GJ 27.1 b,GJ 27.1,Radial Velocity,2014
567,GJ 273 b,GJ 273,Radial Velocity,2017
568,GJ 273 c,GJ 273,Radial Velocity,2017
569,GJ 3021 b,GJ 3021,Radial Velocity,2000
570,GJ 3082 b,GJ 3082,Radial Velocity,2020
571,GJ 3090 b,GJ 3090,Transit,2022
572,GJ 3090 b,GJ 3090,Transit,2022
573,GJ 3138 b,GJ 3138,Radial Velocity,2017
574,GJ 3138 c,GJ 3138,Radial Velocity,2017
575,GJ 3138 d,GJ 3138,Radial Velocity,2017
576,GJ 317 b,GJ 317,Radial Velocity,2007
577,GJ 317 b,GJ 317,Radial Velocity,2007
578,GJ 317 b,GJ 317,Radial Velocity,2007
579,GJ 317 b,GJ 317,Radial Velocity,2007
580,GJ 317 c,GJ 317,Radial Velocity,2018
581,GJ 317 c,GJ 317,Radial Velocity,2018
582,GJ 317 c,GJ 317,Radial Velocity,2018
583,GJ 317 c,GJ 317,Radial Velocity,2018
584,GJ 3222 b,GJ 3222,Radial Velocity,2022
585,GJ 328 b,GJ 328,Radial Velocity,2013
586,GJ 328 b,GJ 328,Radial Velocity,2013
587,GJ 328 c,GJ 328,Radial Velocity,2023
588,GJ 3293 b,GJ 3293,Radial Velocity,2015
589,GJ 3293 b,GJ 3293,Radial Velocity,2015
590,GJ 3293 c,GJ 3293,Radial Velocity,2015
591,GJ 3293 c,GJ 3293,Radial Velocity,2015
592,GJ 3293 d,GJ 3293,Radial Velocity,2017
593,GJ 3293 e,GJ 3293,Radial Velocity,2017
594,GJ 3323 b,GJ 3323,Radial Velocity,2017
595,GJ 3323 c,GJ 3323,Radial Velocity,2017
596,GJ 3341 b,GJ 3341,Radial Velocity,2015
597,GJ 338 B b,GJ 338 B,Radial Velocity,2020
598,GJ 338 B b,GJ 338 B,Radial Velocity,2020
599,GJ 3470 b,GJ 3470,Radial Velocity,2012
600,GJ 3470 b,GJ 3470,Radial Velocity,2012
601,GJ 3470 b,GJ 3470,Radial Velocity,2012
602,GJ 3470 b,GJ 3470,Radial Velocity,2012
603,GJ 3470 b,GJ 3470,Radial Velocity,2012
604,GJ 3470 b,GJ 3470,Radial Velocity,2012
605,GJ 3470 b,GJ 3470,Radial Velocity,2012
606,GJ 3470 b,GJ 3470,Radial Velocity,2012
607,GJ 3470 b,GJ 3470,Radial Velocity,2012
608,GJ 3470 b,GJ 3470,Radial Velocity,2012
609,GJ 3470 b,GJ 3470,Radial Velocity,2012
610,GJ 3473 b,GJ 3473,Transit,2020
611,GJ 3473 b,GJ 3473,Transit,2020
612,GJ 3473 c,GJ 3473,Radial Velocity,2020
613,GJ 3512 b,GJ 3512,Radial Velocity,2019
614,GJ 3512 b,GJ 3512,Radial Velocity,2019
615,GJ 3512 c,GJ 3512,Radial Velocity,2020
616,GJ 357 b,GJ 357,Transit,2019
617,GJ 357 b,GJ 357,Transit,2019
618,GJ 357 b,GJ 357,Transit,2019
619,GJ 357 b,GJ 357,Transit,2019
620,GJ 357 c,GJ 357,Radial Velocity,2019
621,GJ 357 d,GJ 357,Radial Velocity,2019
622,GJ 3634 b,GJ 3634,Radial Velocity,2010
623,GJ 367 b,GJ 367,Transit,2021
624,GJ 367 b,GJ 367,Transit,2021
625,GJ 367 b,GJ 367,Transit,2021
626,GJ 367 c,GJ 367,Radial Velocity,2023
627,GJ 367 d,GJ 367,Radial Velocity,2023
628,GJ 3779 b,GJ 3779,Radial Velocity,2018
629,GJ 3929 b,GJ 3929,Transit,2022
630,GJ 3929 b,GJ 3929,Transit,2022
631,GJ 3929 b,GJ 3929,Transit,2022
632,GJ 3929 c,GJ 3929,Radial Velocity,2022
633,GJ 393 b,GJ 393,Radial Velocity,2021
634,GJ 3942 b,GJ 3942,Radial Velocity,2017
635,GJ 3988 b,GJ 3988,Radial Velocity,2023
636,GJ 3998 b,GJ 3998,Radial Velocity,2016
637,GJ 3998 c,GJ 3998,Radial Velocity,2016
638,GJ 411 b,GJ 411,Radial Velocity,2019
639,GJ 411 b,GJ 411,Radial Velocity,2019
640,GJ 411 b,GJ 411,Radial Velocity,2019
641,GJ 411 b,GJ 411,Radial Velocity,2019
642,GJ 414 A b,GJ 414 A,Radial Velocity,2021
643,GJ 414 A b,GJ 414 A,Radial Velocity,2021
644,GJ 414 A c,GJ 414 A,Radial Velocity,2021
645,GJ 414 A c,GJ 414 A,Radial Velocity,2021
646,GJ 422 b,GJ 422,Radial Velocity,2014
647,GJ 422 b,GJ 422,Radial Velocity,2014
648,GJ 4276 b,GJ 4276,Radial Velocity,2019
649,GJ 433 b,GJ 433,Radial Velocity,2011
650,GJ 433 b,GJ 433,Radial Velocity,2011
651,GJ 433 b,GJ 433,Radial Velocity,2011
652,GJ 433 b,GJ 433,Radial Velocity,2011
653,GJ 433 c,GJ 433,Radial Velocity,2014
654,GJ 433 c,GJ 433,Radial Velocity,2014
655,GJ 433 d,GJ 433,Radial Velocity,2020
656,GJ 436 b,GJ 436,Radial Velocity,2004
657,GJ 436 b,GJ 436,Radial Velocity,2004
658,GJ 436 b,GJ 436,Radial Velocity,2004
659,GJ 436 b,GJ 436,Radial Velocity,2004
660,GJ 436 b,GJ 436,Radial Velocity,2004
661,GJ 436 b,GJ 436,Radial Velocity,2004
662,GJ 436 b,GJ 436,Radial Velocity,2004
663,GJ 436 b,GJ 436,Radial Velocity,2004
664,GJ 436 b,GJ 436,Radial Velocity,2004
665,GJ 436 b,GJ 436,Radial Velocity,2004
666,GJ 436 b,GJ 436,Radial Velocity,2004
667,GJ 436 b,GJ 436,Radial Velocity,2004
668,GJ 436 b,GJ 436,Radial Velocity,2004
669,GJ 436 b,GJ 436,Radial Velocity,2004
670,GJ 436 b,GJ 436,Radial Velocity,2004
671,GJ 436 b,GJ 436,Radial Velocity,2004
672,GJ 436 b,GJ 436,Radial Velocity,2004
673,GJ 436 b,GJ 436,Radial Velocity,2004
674,GJ 436 b,GJ 436,Radial Velocity,2004
675,GJ 436 b,GJ 436,Radial Velocity,2004
676,GJ 436 b,GJ 436,Radial Velocity,2004
677,GJ 436 b,GJ 436,Radial Velocity,2004
678,GJ 463 b,GJ 463,Radial Velocity,2022
679,GJ 463 b,GJ 463,Radial Velocity,2022
680,GJ 463 b,GJ 463,Radial Velocity,2022
681,GJ 480 b,GJ 480,Radial Velocity,2020
682,GJ 486 b,GJ 486,Radial Velocity,2021
683,GJ 486 b,GJ 486,Radial Velocity,2021
684,GJ 504 b,GJ 504,Imaging,2013
685,GJ 514 b,GJ 514,Radial Velocity,2022
686,GJ 536 b,GJ 536,Radial Velocity,2016
687,GJ 536 b,GJ 536,Radial Velocity,2016
688,GJ 581 b,GJ 581,Radial Velocity,2005
689,GJ 581 b,GJ 581,Radial Velocity,2005
690,GJ 581 b,GJ 581,Radial Velocity,2005
691,GJ 581 b,GJ 581,Radial Velocity,2005
692,GJ 581 b,GJ 581,Radial Velocity,2005
693,GJ 581 b,GJ 581,Radial Velocity,2005
694,GJ 581 c,GJ 581,Radial Velocity,2007
695,GJ 581 c,GJ 581,Radial Velocity,2007
696,GJ 581 c,GJ 581,Radial Velocity,2007
697,GJ 581 c,GJ 581,Radial Velocity,2007
698,GJ 581 c,GJ 581,Radial Velocity,2007
699,GJ 581 e,GJ 581,Radial Velocity,2009
700,GJ 581 e,GJ 581,Radial Velocity,2009
701,GJ 581 e,GJ 581,Radial Velocity,2009
702,GJ 581 e,GJ 581,Radial Velocity,2009
703,GJ 625 b,GJ 625,Radial Velocity,2017
704,GJ 649 b,GJ 649,Radial Velocity,2009
705,GJ 649 b,GJ 649,Radial Velocity,2009
706,GJ 649 b,GJ 649,Radial Velocity,2009
707,GJ 667 C b,GJ 667 C,Radial Velocity,2012
708,GJ 667 C b,GJ 667 C,Radial Velocity,2012
709,GJ 667 C b,GJ 667 C,Radial Velocity,2012
710,GJ 667 C b,GJ 667 C,Radial Velocity,2012
711,GJ 667 C b,GJ 667 C,Radial Velocity,2012
712,GJ 667 C c,GJ 667 C,Radial Velocity,2013
713,GJ 667 C c,GJ 667 C,Radial Velocity,2013
714,GJ 667 C c,GJ 667 C,Radial Velocity,2013
715,GJ 667 C c,GJ 667 C,Radial Velocity,2013
716,GJ 667 C e,GJ 667 C,Radial Velocity,2013
717,GJ 667 C f,GJ 667 C,Radial Velocity,2013
718,GJ 667 C g,GJ 667 C,Radial Velocity,2013
719,GJ 674 b,GJ 674,Radial Velocity,2007
720,GJ 676 A b,GJ 676 A,Radial Velocity,2010
721,GJ 676 A b,GJ 676 A,Radial Velocity,2010
722,GJ 676 A b,GJ 676 A,Radial Velocity,2010
723,GJ 676 A b,GJ 676 A,Radial Velocity,2010
724,GJ 676 A b,GJ 676 A,Radial Velocity,2010
725,GJ 676 A c,GJ 676 A,Radial Velocity,2016
726,GJ 676 A c,GJ 676 A,Radial Velocity,2016
727,GJ 676 A d,GJ 676 A,Radial Velocity,2012
728,GJ 676 A d,GJ 676 A,Radial Velocity,2012
729,GJ 676 A d,GJ 676 A,Radial Velocity,2012
730,GJ 676 A e,GJ 676 A,Radial Velocity,2012
731,GJ 676 A e,GJ 676 A,Radial Velocity,2012
732,GJ 676 A e,GJ 676 A,Radial Velocity,2012
733,GJ 680 b,GJ 680,Radial Velocity,2022
734,GJ 682 b,GJ 682,Radial Velocity,2014
735,GJ 682 c,GJ 682,Radial Velocity,2014
736,GJ 685 b,GJ 685,Radial Velocity,2019
737,GJ 687 b,GJ 687,Radial Velocity,2014
738,GJ 687 b,GJ 687,Radial Velocity,2014
739,GJ 687 b,GJ 687,Radial Velocity,2014
740,GJ 687 b,GJ 687,Radial Velocity,2014
741,GJ 687 c,GJ 687,Radial Velocity,2020
742,GJ 720 A b,GJ 720 A,Radial Velocity,2021
743,GJ 724 b,GJ 724,Radial Velocity,2023
744,GJ 740 b,GJ 740,Radial Velocity,2021
745,GJ 806 b,GJ 806,Transit,2023
746,GJ 806 b,GJ 806,Transit,2023
747,GJ 806 c,GJ 806,Radial Velocity,2023
748,GJ 832 b,GJ 832,Radial Velocity,2008
749,GJ 832 b,GJ 832,Radial Velocity,2008
750,GJ 832 b,GJ 832,Radial Velocity,2008
751,GJ 832 b,GJ 832,Radial Velocity,2008
752,GJ 832 b,GJ 832,Radial Velocity,2008
753,GJ 849 b,GJ 849,Radial Velocity,2006
754,GJ 849 b,GJ 849,Radial Velocity,2006
755,GJ 849 b,GJ 849,Radial Velocity,2006
756,GJ 849 b,GJ 849,Radial Velocity,2006
757,GJ 849 b,GJ 849,Radial Velocity,2006
758,GJ 849 b,GJ 849,Radial Velocity,2006
759,GJ 849 b,GJ 849,Radial Velocity,2006
760,GJ 849 c,GJ 849,Radial Velocity,2014
761,GJ 849 c,GJ 849,Radial Velocity,2014
762,GJ 849 c,GJ 849,Radial Velocity,2014
763,GJ 86 b,GJ 86,Radial Velocity,1999
764,GJ 86 b,GJ 86,Radial Velocity,1999
765,GJ 86 b,GJ 86,Radial Velocity,1999
766,GJ 876 b,GJ 876,Radial Velocity,1998
767,GJ 876 b,GJ 876,Radial Velocity,1998
768,GJ 876 b,GJ 876,Radial Velocity,1998
769,GJ 876 b,GJ 876,Radial Velocity,1998
770,GJ 876 b,GJ 876,Radial Velocity,1998
771,GJ 876 b,GJ 876,Radial Velocity,1998
772,GJ 876 b,GJ 876,Radial Velocity,1998
773,GJ 876 b,GJ 876,Radial Velocity,1998
774,GJ 876 c,GJ 876,Radial Velocity,2000
775,GJ 876 c,GJ 876,Radial Velocity,2000
776,GJ 876 c,GJ 876,Radial Velocity,2000
777,GJ 876 c,GJ 876,Radial Velocity,2000
778,GJ 876 c,GJ 876,Radial Velocity,2000
779,GJ 876 c,GJ 876,Radial Velocity,2000
780,GJ 876 c,GJ 876,Radial Velocity,2000
781,GJ 876 d,GJ 876,Radial Velocity,2005
782,GJ 876 d,GJ 876,Radial Velocity,2005
783,GJ 876 d,GJ 876,Radial Velocity,2005
784,GJ 876 d,GJ 876,Radial Velocity,2005
785,GJ 876 d,GJ 876,Radial Velocity,2005
786,GJ 876 d,GJ 876,Radial Velocity,2005
787,GJ 876 d,GJ 876,Radial Velocity,2005
788,GJ 876 e,GJ 876,Radial Velocity,2010
789,GJ 876 e,GJ 876,Radial Velocity,2010
790,GJ 876 e,GJ 876,Radial Velocity,2010
791,GJ 887 b,GJ 887,Radial Velocity,2020
792,GJ 887 c,GJ 887,Radial Velocity,2020
793,GJ 896 A b,GJ 896 A,Astrometry,2022
794,GJ 9066 c,GJ 9066,Radial Velocity,2020
795,GJ 9066 c,GJ 9066,Radial Velocity,2020
796,GJ 9404 b,GJ 9404,Radial Velocity,2023
797,GJ 96 b,GJ 96,Radial Velocity,2018
798,GJ 9689 b,GJ 9689,Radial Velocity,2020
799,GJ 9714 b,GJ 9714,Radial Velocity,2022
800,GJ 9827 b,GJ 9827,Transit,2017
801,GJ 9827 b,GJ 9827,Transit,2017
802,GJ 9827 b,GJ 9827,Transit,2017
803,GJ 9827 b,GJ 9827,Transit,2017
804,GJ 9827 b,GJ 9827,Transit,2017
805,GJ 9827 b,GJ 9827,Transit,2017
806,GJ 9827 b,GJ 9827,Transit,2017
807,GJ 9827 b,GJ 9827,Transit,2017
808,GJ 9827 b,GJ 9827,Transit,2017
809,GJ 9827 c,GJ 9827,Transit,2017
810,GJ 9827 c,GJ 9827,Transit,2017
811,GJ 9827 c,GJ 9827,Transit,2017
812,GJ 9827 c,GJ 9827,Transit,2017
813,GJ 9827 c,GJ 9827,Transit,2017
814,GJ 9827 c,GJ 9827,Transit,2017
815,GJ 9827 c,GJ 9827,Transit,2017
816,GJ 9827 d,GJ 9827,Transit,2017
817,GJ 9827 d,GJ 9827,Transit,2017
818,GJ 9827 d,GJ 9827,Transit,2017
819,GJ 9827 d,GJ 9827,Transit,2017
820,GJ 9827 d,GJ 9827,Transit,2017
821,GJ 9827 d,GJ 9827,Transit,2017
822,GPX-1 b,GPX-1,Transit,2021
823,GPX-1 b,GPX-1,Transit,2021
824,GQ Lup b,GQ Lup,Imaging,2004
825,GQ Lup b,GQ Lup,Imaging,2004
826,GSC 06214-00210 b,GSC 06214-00210,Imaging,2010
827,GSC 06214-00210 b,GSC 06214-00210,Imaging,2010
828,GSC 06214-00210 b,GSC 06214-00210,Imaging,2010
829,GSC 06214-00210 b,GSC 06214-00210,Imaging,2010
830,GU Psc b,GU Psc,Imaging,2014
831,Gaia-1 b,Gaia-1,Transit,2022
832,Gaia-2 b,Gaia-2,Transit,2022
833,Gaia-2 b,Gaia-2,Transit,2022
834,Gl 378 b,Gl 378,Radial Velocity,2019
835,Gl 49 b,Gl 49,Radial Velocity,2019
836,Gl 686 b,Gl 686,Radial Velocity,2018
837,Gl 686 b,Gl 686,Radial Velocity,2018
838,Gl 686 b,Gl 686,Radial Velocity,2018
839,HAT-P-1 b,HAT-P-1,Transit,2006
840,HAT-P-1 b,HAT-P-1,Transit,2006
841,HAT-P-1 b,HAT-P-1,Transit,2006
842,HAT-P-1 b,HAT-P-1,Transit,2006
843,HAT-P-1 b,HAT-P-1,Transit,2006
844,HAT-P-1 b,HAT-P-1,Transit,2006
845,HAT-P-1 b,HAT-P-1,Transit,2006
846,HAT-P-1 b,HAT-P-1,Transit,2006
847,HAT-P-1 b,HAT-P-1,Transit,2006
848,HAT-P-1 b,HAT-P-1,Transit,2006
849,HAT-P-1 b,HAT-P-1,Transit,2006
850,HAT-P-1 b,HAT-P-1,Transit,2006
851,HAT-P-1 b,HAT-P-1,Transit,2006
852,HAT-P-1 b,HAT-P-1,Transit,2006
853,HAT-P-1 b,HAT-P-1,Transit,2006
854,HAT-P-11 b,HAT-P-11,Transit,2008
855,HAT-P-11 b,HAT-P-11,Transit,2008
856,HAT-P-11 b,HAT-P-11,Transit,2008
857,HAT-P-11 b,HAT-P-11,Transit,2008
858,HAT-P-11 b,HAT-P-11,Transit,2008
859,HAT-P-11 b,HAT-P-11,Transit,2008
860,HAT-P-11 b,HAT-P-11,Transit,2008
861,HAT-P-11 b,HAT-P-11,Transit,2008
862,HAT-P-11 b,HAT-P-11,Transit,2008
863,HAT-P-11 b,HAT-P-11,Transit,2008
864,HAT-P-11 b,HAT-P-11,Transit,2008
865,HAT-P-11 b,HAT-P-11,Transit,2008
866,HAT-P-11 b,HAT-P-11,Transit,2008
867,HAT-P-11 b,HAT-P-11,Transit,2008
868,HAT-P-11 b,HAT-P-11,Transit,2008
869,HAT-P-11 b,HAT-P-11,Transit,2008
870,HAT-P-11 b,HAT-P-11,Transit,2008
871,HAT-P-11 b,HAT-P-11,Transit,2008
872,HAT-P-11 b,HAT-P-11,Transit,2008
873,HAT-P-11 c,HAT-P-11,Radial Velocity,2018
874,HAT-P-11 c,HAT-P-11,Radial Velocity,2018
875,HAT-P-12 b,HAT-P-12,Transit,2009
876,HAT-P-12 b,HAT-P-12,Transit,2009
877,HAT-P-12 b,HAT-P-12,Transit,2009
878,HAT-P-12 b,HAT-P-12,Transit,2009
879,HAT-P-12 b,HAT-P-12,Transit,2009
880,HAT-P-12 b,HAT-P-12,Transit,2009
881,HAT-P-12 b,HAT-P-12,Transit,2009
882,HAT-P-12 b,HAT-P-12,Transit,2009
883,HAT-P-12 b,HAT-P-12,Transit,2009
884,HAT-P-12 b,HAT-P-12,Transit,2009
885,HAT-P-12 b,HAT-P-12,Transit,2009
886,HAT-P-12 b,HAT-P-12,Transit,2009
887,HAT-P-12 b,HAT-P-12,Transit,2009
888,HAT-P-12 b,HAT-P-12,Transit,2009
889,HAT-P-12 b,HAT-P-12,Transit,2009
890,HAT-P-13 b,HAT-P-13,Transit,2009
891,HAT-P-13 b,HAT-P-13,Transit,2009
892,HAT-P-13 b,HAT-P-13,Transit,2009
893,HAT-P-13 b,HAT-P-13,Transit,2009
894,HAT-P-13 b,HAT-P-13,Transit,2009
895,HAT-P-13 b,HAT-P-13,Transit,2009
896,HAT-P-13 b,HAT-P-13,Transit,2009
897,HAT-P-13 b,HAT-P-13,Transit,2009
898,HAT-P-13 b,HAT-P-13,Transit,2009
899,HAT-P-13 b,HAT-P-13,Transit,2009
900,HAT-P-13 b,HAT-P-13,Transit,2009
901,HAT-P-13 c,HAT-P-13,Radial Velocity,2009
902,HAT-P-13 c,HAT-P-13,Radial Velocity,2009
903,HAT-P-13 c,HAT-P-13,Radial Velocity,2009
904,HAT-P-13 c,HAT-P-13,Radial Velocity,2009
905,HAT-P-14 b,HAT-P-14,Transit,2010
906,HAT-P-14 b,HAT-P-14,Transit,2010
907,HAT-P-14 b,HAT-P-14,Transit,2010
908,HAT-P-14 b,HAT-P-14,Transit,2010
909,HAT-P-14 b,HAT-P-14,Transit,2010
910,HAT-P-14 b,HAT-P-14,Transit,2010
911,HAT-P-14 b,HAT-P-14,Transit,2010
912,HAT-P-14 b,HAT-P-14,Transit,2010
913,HAT-P-14 b,HAT-P-14,Transit,2010
914,HAT-P-14 b,HAT-P-14,Transit,2010
915,HAT-P-14 b,HAT-P-14,Transit,2010
916,HAT-P-14 b,HAT-P-14,Transit,2010
917,HAT-P-14 b,HAT-P-14,Transit,2010
918,HAT-P-15 b,HAT-P-15,Transit,2010
919,HAT-P-15 b,HAT-P-15,Transit,2010
920,HAT-P-15 b,HAT-P-15,Transit,2010
921,HAT-P-15 b,HAT-P-15,Transit,2010
922,HAT-P-15 b,HAT-P-15,Transit,2010
923,HAT-P-15 b,HAT-P-15,Transit,2010
924,HAT-P-15 b,HAT-P-15,Transit,2010
925,HAT-P-16 b,HAT-P-16,Transit,2010
926,HAT-P-16 b,HAT-P-16,Transit,2010
927,HAT-P-16 b,HAT-P-16,Transit,2010
928,HAT-P-16 b,HAT-P-16,Transit,2010
929,HAT-P-16 b,HAT-P-16,Transit,2010
930,HAT-P-16 b,HAT-P-16,Transit,2010
931,HAT-P-16 b,HAT-P-16,Transit,2010
932,HAT-P-16 b,HAT-P-16,Transit,2010
933,HAT-P-16 b,HAT-P-16,Transit,2010
934,HAT-P-16 b,HAT-P-16,Transit,2010
935,HAT-P-17 b,HAT-P-17,Transit,2010
936,HAT-P-17 b,HAT-P-17,Transit,2010
937,HAT-P-17 b,HAT-P-17,Transit,2010
938,HAT-P-17 b,HAT-P-17,Transit,2010
939,HAT-P-17 b,HAT-P-17,Transit,2010
940,HAT-P-17 b,HAT-P-17,Transit,2010
941,HAT-P-17 b,HAT-P-17,Transit,2010
942,HAT-P-17 b,HAT-P-17,Transit,2010
943,HAT-P-17 b,HAT-P-17,Transit,2010
944,HAT-P-17 c,HAT-P-17,Radial Velocity,2010
945,HAT-P-17 c,HAT-P-17,Radial Velocity,2010
946,HAT-P-17 c,HAT-P-17,Radial Velocity,2010
947,HAT-P-18 b,HAT-P-18,Transit,2010
948,HAT-P-18 b,HAT-P-18,Transit,2010
949,HAT-P-18 b,HAT-P-18,Transit,2010
950,HAT-P-18 b,HAT-P-18,Transit,2010
951,HAT-P-18 b,HAT-P-18,Transit,2010
952,HAT-P-18 b,HAT-P-18,Transit,2010
953,HAT-P-18 b,HAT-P-18,Transit,2010
954,HAT-P-18 b,HAT-P-18,Transit,2010
955,HAT-P-18 b,HAT-P-18,Transit,2010
956,HAT-P-18 b,HAT-P-18,Transit,2010
957,HAT-P-18 b,HAT-P-18,Transit,2010
958,HAT-P-18 b,HAT-P-18,Transit,2010
959,HAT-P-19 b,HAT-P-19,Transit,2010
960,HAT-P-19 b,HAT-P-19,Transit,2010
961,HAT-P-19 b,HAT-P-19,Transit,2010
962,HAT-P-19 b,HAT-P-19,Transit,2010
963,HAT-P-19 b,HAT-P-19,Transit,2010
964,HAT-P-19 b,HAT-P-19,Transit,2010
965,HAT-P-19 b,HAT-P-19,Transit,2010
966,HAT-P-19 b,HAT-P-19,Transit,2010
967,HAT-P-2 b,HAT-P-2,Transit,2007
968,HAT-P-2 b,HAT-P-2,Transit,2007
969,HAT-P-2 b,HAT-P-2,Transit,2007
970,HAT-P-2 b,HAT-P-2,Transit,2007
971,HAT-P-2 b,HAT-P-2,Transit,2007
972,HAT-P-2 b,HAT-P-2,Transit,2007
973,HAT-P-2 b,HAT-P-2,Transit,2007
974,HAT-P-2 b,HAT-P-2,Transit,2007
975,HAT-P-2 b,HAT-P-2,Transit,2007
976,HAT-P-2 b,HAT-P-2,Transit,2007
977,HAT-P-2 b,HAT-P-2,Transit,2007
978,HAT-P-2 b,HAT-P-2,Transit,2007
979,HAT-P-2 b,HAT-P-2,Transit,2007
980,HAT-P-2 b,HAT-P-2,Transit,2007
981,HAT-P-2 b,HAT-P-2,Transit,2007
982,HAT-P-2 b,HAT-P-2,Transit,2007
983,HAT-P-2 b,HAT-P-2,Transit,2007
984,HAT-P-2 c,HAT-P-2,Radial Velocity,2023
985,HAT-P-20 b,HAT-P-20,Transit,2010
986,HAT-P-20 b,HAT-P-20,Transit,2010
987,HAT-P-20 b,HAT-P-20,Transit,2010
988,HAT-P-20 b,HAT-P-20,Transit,2010
989,HAT-P-20 b,HAT-P-20,Transit,2010
990,HAT-P-20 b,HAT-P-20,Transit,2010
991,HAT-P-20 b,HAT-P-20,Transit,2010
992,HAT-P-20 b,HAT-P-20,Transit,2010
993,HAT-P-20 b,HAT-P-20,Transit,2010
994,HAT-P-20 b,HAT-P-20,Transit,2010
995,HAT-P-21 b,HAT-P-21,Transit,2010
996,HAT-P-21 b,HAT-P-21,Transit,2010
997,HAT-P-21 b,HAT-P-21,Transit,2010
998,HAT-P-21 b,HAT-P-21,Transit,2010
999,HAT-P-21 b,HAT-P-21,Transit,2010
1000,HAT-P-21 b,HAT-P-21,Transit,2010
1001,HAT-P-21 b,HAT-P-21,Transit,2010
1002,HAT-P-22 b,HAT-P-22,Transit,2010
1003,HAT-P-22 b,HAT-P-22,Transit,2010
1004,HAT-P-22 b,HAT-P-22,Transit,2010
1005,HAT-P-22 b,HAT-P-22,Transit,2010
1006,HAT-P-22 b,HAT-P-22,Transit,2010
1007,HAT-P-22 b,HAT-P-22,Transit,2010
1008,HAT-P-22 b,HAT-P-22,Transit,2010
1009,HAT-P-22 b,HAT-P-22,Transit,2010
1010,HAT-P-22 b,HAT-P-22,Transit,2010
1011,HAT-P-22 b,HAT-P-22,Transit,2010
1012,HAT-P-23 b,HAT-P-23,Transit,2010
1013,HAT-P-23 b,HAT-P-23,Transit,2010
1014,HAT-P-23 b,HAT-P-23,Transit,2010
